id	Chemical_role	Chemical_role_ITA	Reg_no	Product	Company	Issue_date	Authorisation_expiry_date	Revocation_date	Authorization_status	Authorization_status_en	Revocation_reason	Revocation_decision_date	Formulation_code	Formulation_description	Formulation_use	Hazard_mention	Hazard_code	Active_ingredient	CHEBI_confidence	CHEBI_term_label	CHEBI_term	Active_ingredient_content	CH 2	CHT 2	AI 2	CH 3	CHT 3	AI 3	CH 4	CHT 4	AI 4	CH 5	CHT5	AI 5	IP	PFnPO	PFnPE
PESTON:0105348	pesticide product		5348	GRANOSAR POLVERE SECCA	S.A.R.I.A.F. S.P.A.	1983-05-11		1996-12-02	Revocato	revoked			DP	dispersible powder	D			MANCOZEB|SULPHUR (ZOLFO)	Good|Medium	mancozeb	CHEBI:52492		elemental sulfur	CHEBI:33403													
PESTON:0105349	plant growth regulator product	FITOREGOLATORE	5349	GI-TRE	FINE AGROCHEMICALS LTD	1983-05-11	2022-08-31		Ri-registrato	re-registered			TB	tablet	M			GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644	18.4															
PESTON:0105350	pesticide product		5350	SIVAMVOS 5	SIVAM S.P.A.	1983-05-11		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	EC	emulsifiable concentrate	W			DICHLORVOS	Good	dichlorvos	CHEBI:34690	5															
PESTON:0105351	pesticide product		5351	STINATE GR	STI SOLFOTECNICA ITALIANA S.P.A.	1983-05-11		1985-01-15	Revocato	revoked								MOLINATE	Good	molinate	CHEBI:6964																
PESTON:0105352	pesticide product		5352	NELK BLAU	DU PONT DE NEMOURS ITALIANA S.R.L.	1983-05-11		2002-12-31	Revocato	revoked			WP	wettable powder	W			MANCOZEB|COPPER OXYCHLORIDE	Medium|Medium	copper atom	CHEBI:28694	9	mancozeb	CHEBI:52492	30												
PESTON:0105353	pesticide product		5353	DISERMIX CEREALI	CAFFARO S.P.A.	1983-05-11		1997-02-10	Revocato	revoked			AL	any other liquid	M			MCPA|2,4-D	Medium|Medium	MCPA-thioethyl	CHEBI:81929		2,4-D	CHEBI:28854													
PESTON:0105354	pesticide product		5354	ATRALAX	CAFFARO S.P.A.	1983-05-11		2001-10-11	Revocato	revoked			DP	dispersible powder	D			ATRAZINE|ALACLOR	Medium|Medium	atrazine-desethyl-2-hydroxy	CHEBI:83463		atrazine	CHEBI:15930													
PESTON:0105355	molluscicide product	MOLLUSCHICIDA	5355	LIMAVAM	KOLLANT S.R.L.	1983-05-11	2023-05-31		Ri-registrato	re-registered			RB	bait (ready for use)	B			METALDEHYDE	Good	metaldehyde	CHEBI:81931	5															
PESTON:0105356	insecticide product | fungicide product | herbicide product	INSETTICIDA-FUNGICIDA-DISERBANTE	5356	TAMIDRY	TAMINCO ITALIA S.R.L.	1983-06-30	2011-12-31	2011-12-01	Revocato	revoked			GR	granule (generic, but defined size range)	D	dangerous for environment|harmful	N|Xn	DAZOMET	Good	dazomet	CHEBI:75212	98															
PESTON:0105357	pesticide product		5357	SILZON C	SIAPA S.R.L.	1983-06-30		2003-07-26	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			CYCLOATE|CHLORIDAZON (AKA PYRAZONE)	Medium|Medium	chloridazon	CHEBI:81838	31	Cycloate	CHEBI:81955	25												
PESTON:0105358	pesticide product		5358	SILKEFON S	SIAPA S.R.L.	1983-06-30		2003-07-26	Revocato	revoked			WP	wettable powder	W			DICOFOL|DINOCAP|TETRADIFON	Medium|Medium|Good	tetradifon	CHEBI:39330	14	dinocap	CHEBI:83379	5	1,3-dichloropropene	CHEBI:18918	6									
PESTON:0105359	pesticide product		5359	ARGINET	CAFFARO S.P.A.	1983-05-19		1987-03-04	Revocato	revoked								ATRAZINE|DALAPON|SIMAZINE	Medium|Medium|Good	simazine	CHEBI:27496		Dalapon	CHEBI:81859		dinoseb	CHEBI:34719										
PESTON:0105360	plant growth regulator product	FITOREGOLATORE	5360	PRO-GIBB	ISAGRO S.P.A.	1983-05-11		2009-09-01	Revocato	revoked			SP	water soluble powder	W	irritant	Xi	GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644	10															
PESTON:0105361	pesticide product		5361	MICETOX L	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-05-30		1990-11-27	Revocato	revoked								DODINE		1-dodecylguanidine acetate	CHEBI:74889																
PESTON:0105362	pesticide product		5362	GRANOX COMBI	FORMENTI S.P.A.	1983-05-30		1997-06-26	Revocato	revoked								MCPA|2,4-D	Medium|Medium	MCPA-thioethyl	CHEBI:81929		2,4-D	CHEBI:28854													
PESTON:0105363	plant growth regulator product	FITOREGOLATORE	5363	BERELEX	SUMITOMO CHEMICAL AGRO EUROPE S.A.S.	1983-06-30		2013-09-01	Revocato	revoked			TB	tablet	M			GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644	9.4															
PESTON:0105364	pesticide product		5364	GIBRICINA	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-05-11		1990-11-27	Revocato	revoked								GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644																
PESTON:0105365	pesticide product		5365	GIAVANIL G	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-05-30		1986-02-26	Revocato	revoked								TIOCARBAZIL	Good	Tiocarbazil	CHEBI:82045																
PESTON:0105366	pesticide product		5366	SILCAP BIANCO	SILIA S.P.A.	1983-06-15		1991-10-25	Revocato	revoked			DP	dispersible powder	D			ZINEB|SULPHUR (ZOLFO)|ETEM	Good|Good!Did not map	zineb	CHEBI:52498		elemental sulfur	CHEBI:33403		N/A											
PESTON:0105367	pesticide product		5367	SILATIN L	SIAPA S.R.L.	1983-06-15		2004-07-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			CYHEXATIN	Good	cyhexatin	CHEBI:4036	52															
PESTON:0105368	pesticide product		5368	SILPROPAN D	SIAPA S.R.L.	1983-06-15		2004-07-30	Revocato	revoked			FU	smoke generator	F			1,3-DICHLOROPROPENE	Good	1,3-dichloropropene	CHEBI:18918	92															
PESTON:0105369	pesticide product		5369	SILDAZIM	SIAPA S.R.L.	1983-06-15		2004-07-30	Revocato	revoked			WP	wettable powder	W			CARBENDAZIM	Good	carbendazim	CHEBI:3392	50															
PESTON:0105370	pesticide product		5370	SILCAP PS	SILIA S.P.A.	1983-06-15		1991-10-25	Revocato	revoked								ZINEB|ETEM	Good	zineb	CHEBI:52498																
PESTON:0105371	pesticide product		5371	SILCAP	SILIA S.P.A.	1983-06-15		1991-10-25	Revocato	revoked			DP	dispersible powder	D			ZINEB|SULPHUR (ZOLFO)|ETEM	Good|Good!Did not map	zineb	CHEBI:52498		elemental sulfur	CHEBI:33403		N/A											
PESTON:0105372	pesticide product		5372	LANDAL B	SIAPA S.R.L.	1983-06-15		2002-01-31	Revocato	revoked			EC	emulsifiable concentrate	W			BENTAZONE	Good	bentazone	CHEBI:3018	41															
PESTON:0105373	pesticide product		5373	SILZINON	SIAPA S.R.L.	1983-06-15		2004-07-30	Revocato	revoked			SL	soluble concentrate	W			DIAZINON	High	diazinon	CHEBI:34682	60															
PESTON:0105374	pesticide product		5374	CARBIFOS 40	SIAPA S.R.L.	1983-06-30		2004-07-30	Revocato	revoked			EC	emulsifiable concentrate	W			CHLORPYRIFOS	High	chlorpyrifos	CHEBI:34631	45															
PESTON:0105375	pesticide product		5375	PERMESIP	SIPCAM S.P.A.	1983-05-11		2001-06-27	Revocato	revoked			EC	emulsifiable concentrate	W			PERMETHRIN	Good	permethrin	CHEBI:34911	20															
PESTON:0105376	pesticide product		5376	SILTYLATE	SIAPA S.R.L.	1983-06-30		2003-07-26	Revocato	revoked			EC	emulsifiable concentrate	W			BUTYLATE	Good	Butylate	CHEBI:34594	78															
PESTON:0105377	pesticide product		5377	FANERON P	SYNGENTA ITALIA S.P.A.	1983-05-30		1997-06-26	Revocato	revoked			WP	wettable powder	W			BROMOFENOXIM|MECOPROP|TERBUTHYLAZINE	Medium|Medium|Good	Bromofenoxim	CHEBI:82194	18	mecoprop	CHEBI:75711	36	Butylate	CHEBI:34594	6									
PESTON:0105378	herbicide product	DISERBANTE	5378	SECCATUTTO	SYNGENTA ITALIA S.P.A.	1983-05-11	2011-07-31	2008-01-06	Revocato	revoked			AL	any other liquid	M	dangerous for environment|very toxic	N|T+	DIQUAT (DIBROMIDE)|PARAQUAT	Medium|Medium	paraquat	CHEBI:34905	6	diquat	CHEBI:64163	12												
PESTON:0105379	pesticide product		5379	SILPRENE II	SIAPA S.R.L.	1983-06-30		2004-07-30	Revocato	revoked			FU	smoke generator	F			1,3-DICHLOROPROPENE	Good	1,3-dichloropropene	CHEBI:18918	92															
PESTON:0105380	pesticide product		5380	DITHANE 70 BLU	SUMITOMO CHEMICAL ITALIA S.R.L.	1983-09-14		2004-07-30	Revocato	revoked			WP	wettable powder	W			MANCOZEB	Good	mancozeb	CHEBI:52492	70															
PESTON:0105381	fungicide product	FUNGICIDA	5381	MANCOZEB PLUS 80 WP	INDOFIL INDUSTRIES (NETHERLANDS) B.V.	1983-07-04	2021-01-31	2021-02-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	MANCOZEB	Good	mancozeb	CHEBI:52492	80															
PESTON:0105382	pesticide product		5382	PROPILAN	SCAM S.P.A.	1983-05-30		2004-06-30	Revocato	revoked	REVOCA NON CONFORMITA' DISPOSIZIONI ISCRIZIONE LINURON ALL. I	2004-06-30	EC	emulsifiable concentrate	W			LINURON|TRIFLURALIN	Medium|Medium	linuron	CHEBI:6482	13	trifluralin	CHEBI:35027	24												
PESTON:0105383	pesticide product		5383	VERAL	VISPLANT CHIMIREN S.P.A.	1983-01-01		1996-10-14	Revocato	revoked								DICHLORPROP	Good	dichlorprop	CHEBI:75375																
PESTON:0105384	pesticide product		5384	RAMBO	MONSANTO AGRICOLTURA ITALIA S.P.A.	1983-07-04		1990-07-13	Revocato	revoked								ATRAZINE|ALACLOR	Medium|Medium	atrazine-desethyl-2-hydroxy	CHEBI:83463		atrazine	CHEBI:15930													
PESTON:0105385	pesticide product		5385	NAFTALON	SCAM S.P.A.	1983-06-30		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	AL	any other liquid	M			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	1															
PESTON:0105386	pesticide product		5386	KRENITE	DU PONT DE NEMOURS ITALIANA S.R.L.	1983-05-30		2003-07-26	Revocato	revoked	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)		AL	any other liquid	M			FOSAMINE	Good	Fosamine	CHEBI:81962	43															
PESTON:0105387	pesticide product		5387	PRAKOR	SOCOOR S.R.L.	1983-09-14		1997-02-10	Revocato	revoked								MANCOZEB	Good	mancozeb	CHEBI:52492																
PESTON:0105388	pesticide product		5388	HORMOALFA	AGRICO S.R.L.	1983-06-30		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE;REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	AL	any other liquid	M			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	2															
PESTON:0105389	pesticide product		5389	TETRAF PB	CHEMIA S.P.A.	1983-07-04		2003-07-26	Revocato	revoked	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)		EC	emulsifiable concentrate	W			TETRADIFON	Good	tetradifon	CHEBI:39330	20															
PESTON:0105390	pesticide product		5390	AGER DIURON	I.PI.CI S.P.A.	1983-07-04		1997-06-11	Revocato	revoked	REVOCA PER MANCATO ADEMPIMENTO DM 258/90 E 194/95		DP	dispersible powder	D			DIURON	Good	diuron	CHEBI:116509																
PESTON:0105391	pesticide product		5391	MOLINAM SL	SIPCAM S.P.A.	1983-06-30		2005-02-01	Revocato	revoked			EC	emulsifiable concentrate	W			THIOBENCARB|MOLINATE	Medium|Medium	Thiobencarb	CHEBI:35011	25	molinate	CHEBI:6964	50												
PESTON:0105392	pesticide product		5392	RATTICIDA M.P. POLVERE	MEDISAN DI CARDONA DR.SSA GABRIELLA	1983-06-30		1993-08-07	Revocato	revoked								WARFARIN	Good	warfarin	CHEBI:10033																
PESTON:0105393	pesticide product		5393	LAPTRAN 20 EC	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-06-30		1989-06-27	Revocato	revoked								DITALIMFOS	Good	Ditalimfos	CHEBI:82067																
PESTON:0105394	pesticide product		5394	ADESOL 50	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-06-30		1986-02-26	Revocato	revoked								FENBUTATIN OXIDE	Good	fenbutatin oxide	CHEBI:39294																
PESTON:0105395	pesticide product		5395	MINAFOL	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-06-30		1986-02-26	Revocato	revoked								DIFLUBENZURON	Good	diflubenzuron	CHEBI:34703																
PESTON:0105396	pesticide product		5396	MANCOSOL S	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-06-30		1986-02-26	Revocato	revoked								MANCOZEB|SULPHUR (ZOLFO)	Good|Medium	mancozeb	CHEBI:52492		elemental sulfur	CHEBI:33403													
PESTON:0105397	plant growth regulator product	FITOREGOLATORE	5397	ORMOCAFFARO	ISAGRO S.P.A.	1983-06-30		2009-09-01	Revocato	revoked			SP	water soluble powder	W			GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644	90															
PESTON:0105398	pesticide product		5398	VINFOS	SIAPA S.R.L.	1983-06-30		2003-07-26	Revocato	revoked			EC	emulsifiable concentrate	W			CHLORFENVINPHOS	Good	chlorfenvinfos	CHEBI:38598	18															
PESTON:0105399	pesticide product		5399	SUTAZIN PASTA	CAFFARO S.P.A.	1983-06-30		2003-03-19	Revocato	revoked			DP	dispersible powder	D			ATRAZINE|BUTYLATE	Medium|Medium	atrazine	CHEBI:15930		Butylate	CHEBI:34594													
PESTON:0105400	fungicide product	FUNGICIDA	5400	BAYCOR 25 PB	BAYER CROPSCIENCE S.R.L.	1983-06-30			Revocato	revoked			WP	wettable powder	W	dangerous for environment	N	BITERTANOL	Good	bitertanol	CHEBI:3130	25															
PESTON:0105401	fungicide product	FUNGICIDA	5401	PROCLAIM COMBI	BAYER CROPSCIENCE S.R.L.	1983-06-30	2011-12-31	2011-12-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|irritant	N|Xi	BITERTANOL|DODINE	Medium|Medium	(1S,2S)-bitertanol	CHEBI:83855	8	bitertanol	CHEBI:3130	16												
PESTON:0105402	fungicide product	FUNGICIDA	5402	BAYCOR	BAYER CROPSCIENCE S.R.L.	1983-06-30	2011-12-31	2012-07-01	Revocato	revoked			EC	emulsifiable concentrate	W	irritant	Xi	BITERTANOL	Good	bitertanol	CHEBI:3130	27.7															
PESTON:0105403	pesticide product		5403	LAIFAL CF 125	BASF AGRO S.P.A.	1983-07-14		2002-04-10	Revocato	revoked			EC	emulsifiable concentrate	W			CHLORFLURENOL (CHLORFLURECOL)	Did not map	Chlorflurenol		12															
PESTON:0105404	pesticide product		5404	VERIPOL	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-07-14		1983-08-02	Revocato	revoked								AZINFOS METILE|MEVINPHOS	Good|Good	mevinphos	CHEBI:38725		zineb	CHEBI:52498													
PESTON:0105405	pesticide product		5405	MAINEX	SYNGENTA ITALIA S.P.A.	1983-07-14		2003-07-26	Revocato	revoked			SL	soluble concentrate	W			METOLACHLOR	Good	metolachlor	CHEBI:6902	46															
PESTON:0105406	pesticide product		5406	ERBAZIL	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-07-04		1986-02-26	Revocato	revoked								SIMAZINE	Good	simazine	CHEBI:27496																
PESTON:0105407	pesticide product		5407	VANDON DISULFOTON FARMOPLANT	ISAGRO S.P.A.	1983-06-30		1992-01-07	Revocato	revoked								DISULFOTON	Good	disulfoton	CHEBI:38661																
PESTON:0105408	pesticide product		5408	GERMIDOR	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-07-14		1986-02-26	Revocato	revoked								BENZOILPROP ETILE		Benzoylprop-ethyl	CHEBI:82171																
PESTON:0105409	pesticide product		5409	RADICANTE P AGRIMARK TALEE ERBACEE	AGRIMARK S.A.S.	1983-06-30		1997-03-05	Revocato	revoked	REVOCA PER MANCATA RISPOSTA A RICHIESTE UFFICIO		DP	dispersible powder	D			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	1															
PESTON:0105410	plant growth regulator product	FITOREGOLATORE	5410	HORMOPEAR	BIOLCHIM S.P.A.	1983-06-30	2011-12-31	2012-07-01	Revocato	revoked			AL	any other liquid	M			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	4															
PESTON:0105411	plant growth regulator product	FITOREGOLATORE	5411	RADICONE P	BIOLCHIM S.P.A.	1983-06-30	2011-12-31	2012-07-01	Revocato	revoked			DP	dispersible powder	D			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	0.8															
PESTON:0105412	plant growth regulator product	FITOREGOLATORE	5412	RADICANTE BIOLCHIM	BIOLCHIM S.P.A.	1983-06-30	2011-12-31	2012-07-01	Revocato	revoked			AL	any other liquid	M			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	0.5															
PESTON:0105413	pesticide product		5413	OXIFOL PB	BIOLCHIM S.P.A.	1983-06-30		1988-07-09	Revocato	revoked								FOLPET|COPPER OXYCHLORIDE|SULPHUR (ZOLFO)	Medium|Medium|Good	folpet	CHEBI:82019		elemental sulfur	CHEBI:33403		aldrin	CHEBI:2564										
PESTON:0105414	plant growth regulator product	FITOREGOLATORE	5414	RADICANTE POLVERE TALEE LEGNOSE	NUFARM ITALIA S.R.L.	1983-06-30	2023-12-31		Autorizzato	authorised			DP	dispersible powder	D			1-NAPHTHYLACETIC ACID (1-NAA)	Good	1-naphthaleneacetic acid	CHEBI:32918	0.8															SI
PESTON:0105415	pesticide product		5415	FOXENO ESCA	EMME ITALIA S.R.L.	1983-07-14		2007-07-05	Revocato	revoked			RB	bait (ready for use)	B			PHOXIM	Good	phoxim	CHEBI:38812	1															
PESTON:0105416	pesticide product		5416	TRALIN	ENOTRIA S.P.A.	1983-07-14		1990-08-04	Revocato	revoked								LINURON|TRIFLURALIN	Medium|Medium	linuron	CHEBI:6482		trifluralin	CHEBI:35027													
PESTON:0105417	pesticide product		5417	MESTHAN 2	ENOTRIA S.P.A.	1983-07-04		1995-10-16	Revocato	revoked								PARATHION-METHYL	Good	parathion-methyl	CHEBI:38746																
PESTON:0105418	fungicide product	FUNGICIDA	5418	FOLMAN	NEW AGRI S.R.L.	1983-07-04		2007-10-31	Revocato	revoked			WP	wettable powder	W	harmful	Xn	FOLPET|MANCOZEB	Medium|Medium	folpet	CHEBI:82019	25.2	mancozeb	CHEBI:52492	40												
PESTON:0105419	pesticide product		5419	IDRONET GR	VISPLANT CHIMIREN S.P.A.	1983-01-01		1996-10-14	Revocato	revoked								THIOBENCARB|MOLINATE	Medium|Medium	Thiobencarb	CHEBI:35011		molinate	CHEBI:6964													
PESTON:0105420	insect repellent product	REPELLENTE	5420	MORKIT CONCIA SEMI	BAYER CROPSCIENCE S.R.L.	1983-09-14		2009-06-15	Revocato	revoked			DS	powder for dry seed treatment	S	irritant	Xi	ANTRACHINONE	Good	anthraquinone	CHEBI:22580	25															
PESTON:0105421	pesticide product		5421	APER R	SYNGENTA ITALIA S.P.A.	1983-09-14		2001-03-23	Revocato	revoked			WP	wettable powder	W			COPPER OXYCHLORIDE|METALAXYL	Medium|Medium	copper atom	CHEBI:28694	40	metalaxyl	CHEBI:6790	5												
PESTON:0105422	pesticide product		5422	TAMARON 25 PB	BAYER CROPSCIENCE S.R.L.	1983-10-10		1991-07-25	Revocato	revoked								METHAMIDOPHOS	Good	methamidophos	CHEBI:38721																
PESTON:0105423	pesticide product		5423	PRECURAN S	SYNGENTA ITALIA S.P.A.	1983-09-14		1997-11-17	Revocato	revoked			DP	dispersible powder	D			CHLOROTOLURON|TERBUTRYN	Medium|Medium	chlorotoluron	CHEBI:81981	33	terbutryn	CHEBI:44156	17												
PESTON:0105424	pesticide product		5424	FUNGILON D+BAYLETON	BAYER CROPSCIENCE S.R.L.	1983-07-14		1991-07-25	Revocato	revoked								DODINE|TRIADIMEFON	Medium|Medium	(S)-triadimefon	CHEBI:84004		triadimefon	CHEBI:9665													
PESTON:0105425	pesticide product		5425	TIOSIP	SIPCAM S.P.A.	1983-07-04		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	WP	wettable powder	W			FENARIMOL|SULPHUR (ZOLFO)	Medium|Medium	elemental sulfur	CHEBI:33403	1	fenarimol	CHEBI:4998	72												
PESTON:0105426	molluscicide product	MOLLUSCHICIDA	5426	LIMESCA 5	BIOLCHIM S.P.A.	1983-07-04		2008-09-01	Revocato	revoked			RB	bait (ready for use)	B			METALDEHYDE	Good	metaldehyde	CHEBI:81931	5															
PESTON:0105427	pesticide product		5427	PREGRANIL	SIPCAM S.P.A.	1983-07-04		2003-07-26	Revocato	revoked	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)		EC	emulsifiable concentrate	W			TRIFLURALIN|NEBURON	Medium|Medium	trifluralin	CHEBI:35027	15	Neburon	CHEBI:7491	30												
PESTON:0105428	pesticide product		5428	FENASIP COMBI	SIPCAM S.P.A.	1983-07-04		2004-07-30	Revocato	revoked			WP	wettable powder	W			FENARIMOL|SULPHUR (ZOLFO)	Medium|Medium	elemental sulfur	CHEBI:33403	2	fenarimol	CHEBI:4998	50												
PESTON:0105429	pesticide product		5429	GASTROCID	SIPCAM S.P.A.	1983-07-14		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	RB	bait (ready for use)	B			METHIOCARB (AKA MERCAPTODIMETHUR)	Medium	methiocarb-sulfoxide	CHEBI:83542	4															
PESTON:0105430	pesticide product		5430	FENADIN	SIPCAM S.P.A.	1983-07-14		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	WP	wettable powder	W			FENARIMOL|DODINE	Medium|Medium	(S)-fenarimol	CHEBI:83689	4	fenarimol	CHEBI:4998	35												
PESTON:0105431	pesticide product		5431	ORTHENE COMBI	SIPCAM S.P.A.	1983-07-14		1988-10-25	Revocato	revoked								ACEPHATE|PERMETHRIN	Medium|Medium	acephate	CHEBI:34520		permethrin	CHEBI:34911													
PESTON:0105432	pesticide product		5432	ETOXIN	AGRIPHAR ITALIA S.R.L.	1983-11-09		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	EC	emulsifiable concentrate	W			ETHOXYQUIN	Good	ethoxyquin	CHEBI:77323	70															
PESTON:0105433	pesticide product		5433	ETILPARENIL 20 E	EMME ITALIA S.R.L.	1983-07-14		1992-01-15	Revocato	revoked								PARATHION	Good	parathion	CHEBI:27928																
PESTON:0105434	fungicide product	FUNGICIDA	5434	BLEND	ARYSTA LIFESCIENCE BENELUX SPRL	1983-07-14	2025-12-31	2019-06-17	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	MANCOZEB|COPPER OXYCHLORIDE	Medium|Medium	copper atom	CHEBI:28694	32	mancozeb	CHEBI:52492	15												
PESTON:0105435	herbicide product	DISERBANTE	5435	DERVAN L	ISAGRO S.P.A.	1983-07-14		2009-05-10	Revocato	revoked			AL	any other liquid	M	oxidizing	O	SODIO CLORATO		sodium chlorate	CHEBI:65242	38.5															
PESTON:0105436	pesticide product		5436	SIMAZINA CAFFARO	SUMITOMO CHEMICAL ITALIA S.R.L.	1983-07-14		2004-09-11	Revocato	revoked			WP	wettable powder	W			SIMAZINE	Good	simazine	CHEBI:27496	50															
PESTON:0105437	pesticide product		5437	NOTARET	CORTEVA AGRISCIENCE ITALIA S.R.L.	1983-07-14		1992-03-16	Revocato	revoked	REVOCATO PERCHE' NON CORRISPONDENTE ALLE NUOVE CONDIZIONI DI IMPIEGO DEL P.A. CLOROTALONIL							FOLPET|CHLOROTHALONIL	Medium|Medium	folpet	CHEBI:82019		chlorothalonil	CHEBI:3639													
PESTON:0105438	pesticide product		5438	SUMICIDIN 5	BASF AGRO S.P.A.	1983-07-14		1998-11-26	Revocato	revoked	REVOCA PER DIR. UE 270/98	1998-11-26	EC	emulsifiable concentrate	W			FENVALERATE	Good	fenvalerate	CHEBI:5014	5															
PESTON:0105439	pesticide product		5439	ACSIUS	SCAM S.P.A.	1983-07-14		2001-06-27	Revocato	revoked			EC	emulsifiable concentrate	W			PERMETHRIN	Good	permethrin	CHEBI:34911	25															
PESTON:0105440	pesticide product		5440	FONOFOS DYFONATE 5 G SOLPLANT	SYNGENTA ITALIA S.P.A.	1983-09-14		2003-07-26	Revocato	revoked			GR	granule (generic, but defined size range)	D			FONOFOS	Good	fonofos	CHEBI:38689	5															
